ticker,name,industry,market_cap,market_cap_num,symbol_url
TRNS,"Transcat, Inc.",Specialty Business Services,677.03M,677030000,/stocks/trns/
TRON,Tron Inc.,Leisure,678.92M,678920000,/stocks/tron/
TROO,"TROOPS, Inc.",Credit Services,180.98M,180980000,/stocks/troo/
TROW,"T. Rowe Price Group, Inc.",Asset Management,22.38B,22380000000,/stocks/trow/
TROX,Tronox Holdings plc,Chemicals,554.84M,554840000,/stocks/trox/
TRP,TC Energy Corporation,Oil & Gas Midstream,52.23B,52230000000,/stocks/trp/
TRS,TriMas Corporation,Packaging & Containers,1.44B,1440000000,/stocks/trs/
TRSG,Tungray Technologies Inc.,Manufacturing - Metal Fabrication,23.22M,23220000,/stocks/trsg/
TRST,TrustCo Bank Corp NY,Banks - Regional,710.87M,710870000,/stocks/trst/
TRT,Trio-Tech International,Semiconductor Equipment & Materials,31.83M,31830000,/stocks/trt/
TRTX,"TPG RE Finance Trust, Inc.",REIT - Mortgage,676.96M,676960000,/stocks/trtx/
TRU,TransUnion,Financial Data & Stock Exchanges,15.77B,15770000000,/stocks/tru/
TRUE,"TrueCar, Inc.",Internet Content & Information,195.47M,195470000,/stocks/true/
TRUG,"TruGolf Holdings, Inc.",Electronic Gaming & Multimedia,2.95M,2950000,/stocks/trug/
TRUP,"Trupanion, Inc.",Insurance - Specialty,1.72B,1720000000,/stocks/trup/
TRV,"The Travelers Companies, Inc.",Insurance - Property & Casualty,59.92B,59920000000,/stocks/trv/
TRVG,trivago N.V.,Internet Content & Information,226.88M,226880000,/stocks/trvg/
TRVI,"Trevi Therapeutics, Inc.",Biotechnology,1.42B,1420000000,/stocks/trvi/
TRX,TRX Gold Corporation,Gold,179.66M,179660000,/stocks/trx/
TS,Tenaris S.A.,Oil & Gas Equipment & Services,20.73B,20730000000,/stocks/ts/
TSAT,Telesat Corporation,Communication Equipment,1.54B,1540000000,/stocks/tsat/
TSBK,"Timberland Bancorp, Inc.",Banks - Regional,253.41M,253410000,/stocks/tsbk/
TSCO,Tractor Supply Company,Specialty Retail,28.68B,28680000000,/stocks/tsco/
TSE,Trinseo PLC,Specialty Chemicals,52.49M,52490000,/stocks/tse/
TSEM,Tower Semiconductor Ltd.,Semiconductors,9.53B,9530000000,/stocks/tsem/
TSHA,"Taysha Gene Therapies, Inc.",Biotechnology,1.35B,1350000000,/stocks/tsha/
TSLA,"Tesla, Inc.",Auto Manufacturers,1.52T,1520000000000,/stocks/tsla/
TSLX,"Sixth Street Specialty Lending, Inc.",Asset Management,2.13B,2130000000,/stocks/tslx/
TSM,Taiwan Semiconductor Manufacturing Company Limited,Semiconductors,1.26T,1260000000000,/stocks/tsm/
TSN,"Tyson Foods, Inc.",Farm Products,18.29B,18290000000,/stocks/tsn/
TSQ,"Townsquare Media, Inc.",Advertising Agencies,103.28M,103280000,/stocks/tsq/
TSSI,"TSS, Inc.",Information Technology Services,574.66M,574660000,/stocks/tssi/
TT,Trane Technologies plc,Building Products & Equipment,99.48B,99480000000,/stocks/tt/
TTAM,Titan America SA,Building Materials,2.85B,2850000000,/stocks/ttam/
TTAN,"ServiceTitan, Inc.",Software - Application,8.77B,8770000000,/stocks/ttan/
TTC,The Toro Company,Tools & Accessories,7.31B,7310000000,/stocks/ttc/
TTD,"The Trade Desk, Inc.",Advertising Agencies,24.58B,24580000000,/stocks/ttd/
TTE,TotalEnergies SE,Oil & Gas Integrated,134.50B,134500000000,/stocks/tte/
TTEC,"TTEC Holdings, Inc.",Information Technology Services,169.14M,169140000,/stocks/ttec/
TTEK,"Tetra Tech, Inc.",Engineering & Construction,8.40B,8400000000,/stocks/ttek/
TTGT,"TechTarget, Inc.",Information Technology Services,392.47M,392470000,/stocks/ttgt/
TTI,"TETRA Technologies, Inc.",Oil & Gas Equipment & Services,944.25M,944250000,/stocks/tti/
TTMI,"TTM Technologies, Inc.",Electronic Components,6.94B,6940000000,/stocks/ttmi/
TTRX,Turn Therapeutics Inc.,Biotechnology,135.91M,135910000,/stocks/ttrx/
TTSH,"Tile Shop Holdings, Inc.",Home Improvement Retail,279.92M,279920000,/stocks/ttsh/
TTWO,"Take-Two Interactive Software, Inc.",Electronic Gaming & Multimedia,47.29B,47290000000,/stocks/ttwo/
TU,TELUS Corporation,Telecom Services,22.47B,22470000000,/stocks/tu/
TURB,"Turbo Energy, S.A.",Solar,35.48M,35480000,/stocks/turb/
TUSK,"Mammoth Energy Services, Inc.",Conglomerates,98.32M,98320000,/stocks/tusk/
TUYA,Tuya Inc.,Software - Infrastructure,1.37B,1370000000,/stocks/tuya/
TV,"Grupo Televisa, S.A.B.",Telecom Services,1.39B,1390000000,/stocks/tv/
TVA,Texas Ventures Acquisition III Corp,Shell Companies,328.50M,328500000,/stocks/tva/
TVAI,Thayer Ventures Acquisition Corporation II,Shell Companies,274.68M,274680000,/stocks/tvai/
TVGN,Tevogen Bio Holdings Inc.,Biotechnology,123.61M,123610000,/stocks/tvgn/
TVRD,"Tvardi Therapeutics, Inc.",Biotechnology,43.61M,43610000,/stocks/tvrd/
TVTX,"Travere Therapeutics, Inc.",Biotechnology,3.15B,3150000000,/stocks/tvtx/
TW,Tradeweb Markets Inc.,Capital Markets,24.92B,24920000000,/stocks/tw/
TWFG,"TWFG, Inc.",Insurance Brokers,1.37B,1370000000,/stocks/twfg/
TWG,Top Wealth Group Holding Limited,Food Distribution,4.02M,4019999,/stocks/twg/
TWI,"Titan International, Inc.",Agricultural - Machinery,482.41M,482410000,/stocks/twi/
TWIN,"Twin Disc, Incorporated",Industrial - Machinery,225.35M,225350000,/stocks/twin/
TWLO,Twilio Inc.,Software - Infrastructure,20.45B,20450000000,/stocks/twlo/
TWNP,Twin Hospitality Group Inc.,Restaurants,213.83M,213830000,/stocks/twnp/
TWO,Two Harbors Investment Corp.,REIT - Mortgage,1.01B,1010000000,/stocks/two/
TWST,Twist Bioscience Corporation,Diagnostics & Research,1.99B,1990000000,/stocks/twst/
TX,Ternium S.A.,Steel,7.07B,7070000000,/stocks/tx/
TXG,"10x Genomics, Inc.",Health Information Services,1.70B,1700000000,/stocks/txg/
TXMD,"TherapeuticsMD, Inc.",Drug Manufacturers - Specialty & Generic,13.77M,13770000,/stocks/txmd/
TXN,Texas Instruments Incorporated,Semiconductors,146.71B,146710000000,/stocks/txn/
TXNM,"TXNM Energy, Inc.",Utilities - Regulated Electric,6.19B,6190000000,/stocks/txnm/
TXO,"TXO Partners, L.P.",Oil & Gas Exploration & Production,718.77M,718770000,/stocks/txo/
TXRH,"Texas Roadhouse, Inc.",Restaurants,10.87B,10870000000,/stocks/txrh/
TXT,Textron Inc.,Aerospace & Defense,14.24B,14240000000,/stocks/txt/
TYG,Tortoise Energy Infrastructure Corporation,Asset Management,748.20M,748200000,/stocks/tyg/
TYGO,"Tigo Energy, Inc.",Solar,137.40M,137400000,/stocks/tygo/
TYL,"Tyler Technologies, Inc.",Software - Application,20.49B,20490000000,/stocks/tyl/
TYRA,"Tyra Biosciences, Inc.",Biotechnology,844.23M,844230000,/stocks/tyra/
TZOO,Travelzoo,Internet Content & Information,92.46M,92460000,/stocks/tzoo/
TZUP,Thumzup Media Corporation,Advertising Agencies,73.36M,73360000,/stocks/tzup/
U,Unity Software Inc.,Software - Application,16.01B,16010000000,/stocks/u/
UA,"Under Armour, Inc.",Apparel Manufacturing,1.94B,1940000000,/stocks/ua/
UAA,"Under Armour, Inc.",Apparel Manufacturing,1.98B,1980000000,/stocks/uaa/
UAL,"United Airlines Holdings, Inc.",Airlines,30.44B,30440000000,/stocks/ual/
UAMY,United States Antimony Corporation,Other Industrial Metals & Mining,1.12B,1120000000,/stocks/uamy/
UAN,"CVR Partners, LP",Agricultural Inputs,1.00B,1000000000,/stocks/uan/
UAVS,"AgEagle Aerial Systems, Inc.",Computer Hardware,65.00M,65000000,/stocks/uavs/
UBCP,"United Bancorp, Inc.",Banks - Regional,75.50M,75500000,/stocks/ubcp/
UBER,"Uber Technologies, Inc.",Software - Application,201.24B,201240000000,/stocks/uber/
UBFO,United Security Bancshares,Banks - Regional,160.17M,160170000,/stocks/ubfo/
UBS,UBS Group AG,Banks - Diversified,121.24B,121240000000,/stocks/ubs/
UBSI,"United Bankshares, Inc.",Banks - Regional,5.04B,5040000000,/stocks/ubsi/
UBXG,U-BX Technology Ltd.,Software - Infrastructure,64.20M,64200000,/stocks/ubxg/
UCAR,U Power Limited,Auto & Truck Dealerships,10.12M,10120000,/stocks/ucar/
UCB,"United Community Banks, Inc.",Banks - Regional,3.55B,3550000000,/stocks/ucb/
UCFI,CN Healthy Food Tech Group Corp.,Investment - Banking & Investment Services,282.30M,282300000,/stocks/ucfi/
UCL,uCloudlink Group Inc.,Telecom Services,82.94M,82940000,/stocks/ucl/
UCTT,"Ultra Clean Holdings, Inc.",Semiconductor Equipment & Materials,1.24B,1240000000,/stocks/uctt/
UDMY,"Udemy, Inc.",Education & Training Services,833.62M,833620000,/stocks/udmy/
UDR,"UDR, Inc.",REIT - Residential,12.22B,12220000000,/stocks/udr/
UE,Urban Edge Properties,REIT - Retail,2.55B,2550000000,/stocks/ue/
UEC,Uranium Energy Corp.,Uranium,7.31B,7310000000,/stocks/uec/
UEIC,Universal Electronics Inc.,Consumer Electronics,51.88M,51880000,/stocks/ueic/
UFCS,"United Fire Group, Inc.",Insurance - Property & Casualty,770.62M,770620000,/stocks/ufcs/
UFG,Uni-Fuels Holdings Limited,Marine Shipping,38.90M,38900000,/stocks/ufg/
UFI,"Unifi, Inc.",Textile Manufacturing,81.89M,81890000,/stocks/ufi/
UFPI,"UFP Industries, Inc.",Lumber & Wood Production,5.38B,5380000000,/stocks/ufpi/
UFPT,"UFP Technologies, Inc.",Medical Devices,1.49B,1490000000,/stocks/ufpt/
UG,"United-Guardian, Inc.",Household & Personal Products,32.94M,32939999,/stocks/ug/
UGI,UGI Corporation,Utilities - Regulated Gas,7.18B,7180000000,/stocks/ugi/
UGP,Ultrapar Participações S.A.,Oil & Gas Refining & Marketing,4.25B,4250000000,/stocks/ugp/
UGRO,"urban-gro, Inc.",Farm & Heavy Construction Machinery,4.82M,4820000,/stocks/ugro/
UHAL,U-Haul Holding Company,Rental & Leasing Services,10.42B,10420000000,/stocks/uhal/
UHAL.B,U-Haul Holding Company,-,9.60B,9600000000,/stocks/uhal.b/
UHG,"United Homes Group, Inc.",Residential Construction,88.79M,88790000,/stocks/uhg/
UHS,"Universal Health Services, Inc.",Medical Care Facilities,13.81B,13810000000,/stocks/uhs/
UHT,Universal Health Realty Income Trust,REIT - Healthcare Facilities,530.25M,530250000,/stocks/uht/
UI,Ubiquiti Inc.,Communication Equipment,47.62B,47620000000,/stocks/ui/
UIS,Unisys Corporation,Information Technology Services,254.52M,254520000,/stocks/uis/
UK,Ucommune International Ltd,Real Estate Services,2.13M,2130000,/stocks/uk/
UL,Unilever PLC,Household & Personal Products,150.05B,150050000000,/stocks/ul/
ULBI,Ultralife Corporation,Electrical Equipment & Parts,117.00M,117000000,/stocks/ulbi/
ULCC,"Frontier Group Holdings, Inc.",Airlines,880.68M,880680000,/stocks/ulcc/
ULH,"Universal Logistics Holdings, Inc.",Trucking,426.01M,426010000,/stocks/ulh/
ULS,UL Solutions Inc.,Specialty Business Services,15.64B,15640000000,/stocks/uls/
ULTA,"Ulta Beauty, Inc.",Specialty Retail,23.31B,23310000000,/stocks/ulta/
ULY,Urgent.ly Inc.,Software - Application,3.84M,3840000,/stocks/uly/
UMAC,"Unusual Machines, Inc.",Computer Hardware,495.53M,495530000,/stocks/umac/
UMBF,UMB Financial Corporation,Banks - Regional,8.12B,8119999999,/stocks/umbf/
UMC,United Microelectronics Corporation,Semiconductors,18.92B,18920000000,/stocks/umc/
UMH,"UMH Properties, Inc.",REIT - Residential,1.23B,1230000000,/stocks/umh/
UNB,"Union Bankshares, Inc.",Banks - Regional,103.86M,103860000,/stocks/unb/
UNCY,"Unicycive Therapeutics, Inc.",Biotechnology,83.89M,83890000,/stocks/uncy/
UNF,UniFirst Corporation,Specialty Business Services,2.81B,2810000000,/stocks/unf/
UNFI,"United Natural Foods, Inc.",Food Distribution,2.28B,2280000000,/stocks/unfi/
UNH,UnitedHealth Group Incorporated,Healthcare Plans,309.40B,309400000000,/stocks/unh/
UNIT,Uniti Group Inc.,REIT - Specialty,1.37B,1370000000,/stocks/unit/
UNM,Unum Group,Insurance - Life,12.50B,12500000000,/stocks/unm/
UNP,Union Pacific Corporation,Railroads,130.71B,130710000000,/stocks/unp/
UNTY,"Unity Bancorp, Inc.",Banks - Regional,455.96M,455960000,/stocks/unty/
UOKA,MDJM Ltd,Lodging,3.18M,3180000,/stocks/uoka/
UONE,"Urban One, Inc.",Broadcasting,31.00M,31000000,/stocks/uone/
UONEK,"Urban One, Inc.",Broadcasting,26.85M,26850000,/stocks/uonek/
UP,Wheels Up Experience Inc.,Airports & Air Services,986.86M,986860000,/stocks/up/
UPB,"Upstream Bio, Inc.",Biotechnology,1.39B,1390000000,/stocks/upb/
UPBD,"Upbound Group, Inc.",Software - Application,1.12B,1120000000,/stocks/upbd/
UPC,Universe Pharmaceuticals INC,Drug Manufacturers - Specialty & Generic,2.66M,2660000,/stocks/upc/
UPLD,"Upland Software, Inc.",Software - Application,59.85M,59850000,/stocks/upld/
UPS,"United Parcel Service, Inc.",Integrated Freight & Logistics,81.72B,81720000000,/stocks/ups/
UPST,"Upstart Holdings, Inc.",Credit Services,4.57B,4570000000,/stocks/upst/
UPWK,Upwork Inc.,Internet Content & Information,2.11B,2109999999,/stocks/upwk/
UPXI,"Upexi, Inc.",Internet Content & Information,263.23M,263230000,/stocks/upxi/
URBN,"Urban Outfitters, Inc.",Apparel Retail,5.80B,5800000000,/stocks/urbn/
URG,Ur-Energy Inc.,Uranium,622.20M,622200000,/stocks/urg/
URGN,UroGen Pharma Ltd.,Biotechnology,947.03M,947030000,/stocks/urgn/
URI,"United Rentals, Inc.",Rental & Leasing Services,55.43B,55430000000,/stocks/uri/
UROY,Uranium Royalty Corp.,Uranium,652.27M,652270000,/stocks/uroy/
USAC,"USA Compression Partners, LP",Oil & Gas Equipment & Services,2.71B,2710000000,/stocks/usac/
USAR,"USA Rare Earth, Inc.",Other Industrial Metals & Mining,1.89B,1890000000,/stocks/usar/
USAS,Americas Gold and Silver Corporation,Industrial Materials,1.08B,1080000000,/stocks/usas/
USAU,U.S. Gold Corp.,Gold,219.81M,219810000,/stocks/usau/
USB,U.S. Bancorp,Banks - Regional,72.64B,72640000000,/stocks/usb/
USCB,"USCB Financial Holdings, Inc.",Banks - Regional,312.53M,312530000,/stocks/uscb/
USEA,United Maritime Corporation,Marine Shipping,14.95M,14950000,/stocks/usea/
USEG,U.S. Energy Corp.,Oil & Gas Exploration & Production,44.11M,44110000,/stocks/useg/
USFD,US Foods Holding Corp.,Food Distribution,16.35B,16350000000,/stocks/usfd/
USGO,U.S. GoldMining Inc.,Other Industrial Metals & Mining,146.48M,146480000,/stocks/usgo/
USIO,"Usio, Inc.",Software - Infrastructure,38.95M,38950000,/stocks/usio/
USLM,"United States Lime & Minerals, Inc.",Building Materials,3.35B,3350000000,/stocks/uslm/
USNA,"USANA Health Sciences, Inc.",Packaged Foods,386.45M,386450000,/stocks/usna/
USPH,"U.S. Physical Therapy, Inc.",Medical Care Facilities,1.31B,1310000000,/stocks/usph/
UTHR,United Therapeutics Corporation,Drug Manufacturers - Specialty & Generic,19.18B,19180000000,/stocks/uthr/
UTI,"Universal Technical Institute, Inc.",Education & Training Services,1.62B,1620000000,/stocks/uti/
UTL,Unitil Corporation,Utilities - Diversified,872.36M,872360000,/stocks/utl/
UTMD,"Utah Medical Products, Inc.",Medical Instruments & Supplies,186.16M,186160000,/stocks/utmd/
UTSI,UTStarcom Holdings Corp.,Communication Equipment,23.68M,23680000,/stocks/utsi/
UTZ,"Utz Brands, Inc.",Packaged Foods,1.50B,1500000000,/stocks/utz/
UUU,"Universal Safety Products, Inc",Security & Protection Services,11.33M,11330000,/stocks/uuu/
UUUU,Energy Fuels Inc.,Uranium,4.74B,4740000000,/stocks/uuuu/
UVE,"Universal Insurance Holdings, Inc.",Insurance - Property & Casualty,864.47M,864470000,/stocks/uve/
UVSP,Univest Financial Corporation,Banks - Regional,836.05M,836050000,/stocks/uvsp/
UVV,Universal Corporation,Tobacco,1.26B,1260000000,/stocks/uvv/
UWMC,UWM Holdings Corporation,Mortgage Finance,9.00B,9000000000,/stocks/uwmc/
UXIN,Uxin Limited,Auto & Truck Dealerships,515.42M,515419999,/stocks/uxin/
UYSC,UY Scuti Acquisition Corp.,Shell Companies,77.96M,77960000,/stocks/uysc/
V,Visa Inc.,Credit Services,653.85B,653850000000,/stocks/v/
VABK,Virginia National Bankshares Corporation,Banks - Regional,214.49M,214490000,/stocks/vabk/
VAC,Marriott Vacations Worldwide Corporation,"Gambling, Resorts & Casinos",2.28B,2280000000,/stocks/vac/
VACH,Voyager Acquisition Corp.,Shell Companies,332.70M,332700000,/stocks/vach/
VACI,Viking Acquisition Corp. I,Shell Companies,273.48M,273480000,/stocks/vaci/
VAL,Valaris Limited,Oil & Gas Equipment & Services,3.90B,3900000000,/stocks/val/
VALE,Vale S.A.,Other Industrial Metals & Mining,51.80B,51800000000,/stocks/vale/
VALN,Valneva SE,Biotechnology,800.62M,800620000,/stocks/valn/
VALU,"Value Line, Inc.",Financial Data & Stock Exchanges,344.89M,344890000,/stocks/valu/
VANI,"Vivani Medical, Inc.",Biotechnology,95.38M,95380000,/stocks/vani/
VATE,INNOVATE Corp.,Engineering & Construction,72.28M,72280000,/stocks/vate/
VBIX,Viewbix Inc.,Internet Content & Information,36.95M,36950000,/stocks/vbix/
VBNK,VersaBank,Banks - Regional,384.25M,384250000,/stocks/vbnk/
VC,Visteon Corporation,Auto Parts,2.92B,2920000000,/stocks/vc/
VCEL,Vericel Corporation,Biotechnology,1.77B,1770000000,/stocks/vcel/
VCIC,Vine Hill Capital Investment Corp.,Shell Companies,324.72M,324720000,/stocks/vcic/
VCIG,VCI Global Limited,Consulting Services,1.66M,1660000,/stocks/vcig/
VCTR,"Victory Capital Holdings, Inc.",Asset Management,4.16B,4160000000,/stocks/vctr/
VCYT,"Veracyte, Inc.",Diagnostics & Research,2.84B,2840000000,/stocks/vcyt/
VECO,Veeco Instruments Inc.,Semiconductors,1.73B,1730000000,/stocks/veco/
VEEA,Veea Inc.,Information Technology Services,30.68M,30680000,/stocks/veea/
VEEE,Twin Vee Powercats Co.,Auto - Recreational Vehicles,4.74M,4740000,/stocks/veee/
VEEV,Veeva Systems Inc.,Health Information Services,47.73B,47730000000,/stocks/veev/
VEL,"Velocity Financial, Inc.",Mortgage Finance,715.73M,715730000,/stocks/vel/
VELO,"Velo3D, Inc.",Investment Banking & Investment Services,110.45M,110450000,/stocks/velo/
VENU,Venu Holding Corporation,Restaurants,604.70M,604700000,/stocks/venu/
VEON,VEON Ltd.,Telecom Services,3.33B,3330000000,/stocks/veon/
VERA,"Vera Therapeutics, Inc.",Biotechnology,1.82B,1820000000,/stocks/vera/
VERI,"Veritone, Inc.",Software - Infrastructure,539.54M,539540000,/stocks/veri/
VERO,Venus Concept Inc.,Medical Devices,3.98M,3980000,/stocks/vero/
VERU,Veru Inc.,Biotechnology,43.22M,43220000,/stocks/veru/
VERX,"Vertex, Inc.",Software - Application,3.65B,3650000000,/stocks/verx/
VET,Vermilion Energy Inc.,Oil & Gas Exploration & Production,1.15B,1150000000,/stocks/vet/
VFC,V.F. Corporation,Apparel - Manufacturers,5.49B,5490000000,/stocks/vfc/
VFF,"Village Farms International, Inc.",Farm Products,357.08M,357080000,/stocks/vff/
VFS,VinFast Auto Ltd.,Auto Manufacturers,7.48B,7480000000,/stocks/vfs/
VG,"Venture Global, Inc.",Oil & Gas Midstream,20.81B,20810000000,/stocks/vg/
VGAS,"Verde Clean Fuels, Inc.",Utilities - Renewable,137.17M,137170000,/stocks/vgas/
VGZ,Vista Gold Corp.,Gold,209.05M,209050000,/stocks/vgz/
VHC,VirnetX Holding Corporation,Software - Infrastructure,97.81M,97810000,/stocks/vhc/
VHI,"Valhi, Inc.",Chemicals,392.55M,392550000,/stocks/vhi/
VIA,"Via Transportation, Inc.",Software - Application,4.24B,4240000000,/stocks/via/
VIAV,Viavi Solutions Inc.,Communication Equipment,3.95B,3950000000,/stocks/viav/
VICI,VICI Properties Inc.,REIT - Diversified,32.05B,32049999999,/stocks/vici/
VICR,Vicor Corporation,"Hardware, Equipment & Parts",4.05B,4050000000,/stocks/vicr/
VIK,Viking Holdings Ltd,Travel Services,26.98B,26980000000,/stocks/vik/
VINP,Vinci Compass Investments Ltd.,Asset Management,729.21M,729210000,/stocks/vinp/
VIOT,"Viomi Technology Co., Ltd","Furnishings, Fixtures & Appliances",212.73M,212730000,/stocks/viot/
VIPS,Vipshop Holdings Limited,Internet Retail,8.62B,8620000000,/stocks/vips/
VIR,"Vir Biotechnology, Inc.",Biotechnology,827.94M,827940000,/stocks/vir/
VIRC,Virco Mfg. Corporation,"Furnishings, Fixtures & Appliances",115.37M,115370000,/stocks/virc/
VIRT,"Virtu Financial, Inc.",Capital Markets,5.33B,5330000000,/stocks/virt/
VIST,"Vista Energy, S.A.B. de C.V.",Oil & Gas Exploration & Production,5.06B,5060000000,/stocks/vist/
VITL,"Vital Farms, Inc.",Agricultural Farm Products,1.47B,1470000000,/stocks/vitl/
VIV,Telefônica Brasil S.A.,Telecom Services,19.09B,19090000000,/stocks/viv/
VIVK,"Vivakor, Inc.",Oil & Gas Integrated,17.91M,17910000,/stocks/vivk/
VIVS,"VivoSim Labs, Inc.",Biotechnology,7.02M,7020000,/stocks/vivs/
VKTX,"Viking Therapeutics, Inc.",Biotechnology,4.30B,4300000000,/stocks/vktx/
VLGEA,"Village Super Market, Inc.",Grocery Stores,462.85M,462850000,/stocks/vlgea/
VLN,Valens Semiconductor Ltd.,Semiconductors,187.54M,187540000,/stocks/vln/
VLO,Valero Energy Corporation,Oil & Gas Refining & Marketing,51.72B,51720000000,/stocks/vlo/
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",Airlines,765.13M,765130000,/stocks/vlrs/
VLTO,Veralto Corporation,Pollution & Treatment Controls,24.50B,24500000000,/stocks/vlto/
VLY,Valley National Bancorp,Banks - Regional,6.10B,6100000000,/stocks/vly/
VMAR,Vision Marine Technologies Inc.,Recreational Vehicles,4.69M,4690000,/stocks/vmar/
VMC,Vulcan Materials Company,Building Materials,38.25B,38250000000,/stocks/vmc/
VMD,"Viemed Healthcare, Inc.",Medical Devices,250.56M,250560000,/stocks/vmd/
VMEO,"Vimeo, Inc.",Software - Application,1.31B,1310000000,/stocks/vmeo/
VMI,"Valmont Industries, Inc.",Conglomerates,8.14B,8140000000,/stocks/vmi/
VNCE,Vince Holding Corp.,Apparel Manufacturing,36.96M,36960000,/stocks/vnce/
VNDA,Vanda Pharmaceuticals Inc.,Biotechnology,257.07M,257070000,/stocks/vnda/
VNET,"VNET Group, Inc.",Information Technology Services,2.80B,2800000000,/stocks/vnet/
VNME,Vendome Acquisition Corporation I,Shell Companies,250.50M,250500000,/stocks/vnme/
VNO,Vornado Realty Trust,REIT - Office,7.92B,7920000000,/stocks/vno/
VNOM,"Viper Energy, Inc.",Oil & Gas Midstream,13.61B,13610000000,/stocks/vnom/
VNRX,VolitionRx Limited,Medical - Diagnostics & Research,51.71M,51710000,/stocks/vnrx/
VNT,Vontier Corporation,Scientific & Technical Instruments,5.59B,5590000000,/stocks/vnt/
VNTG,Vantage Corp,Marine Shipping,27.60M,27600000,/stocks/vntg/
VOC,VOC Energy Trust,Oil & Gas Exploration & Production,50.32M,50320000,/stocks/voc/
VOD,Vodafone Group Public Limited Company,Telecom Services,28.96B,28960000000,/stocks/vod/
VOR,Vor Biopharma Inc.,Biotechnology,165.25M,165250000,/stocks/vor/
VOXR,Vox Royalty Corp.,Other Precious Metals & Mining,290.60M,290600000,/stocks/voxr/
VOYA,"Voya Financial, Inc.",Financial Conglomerates,7.18B,7180000000,/stocks/voya/
VOYG,"Voyager Technologies, Inc.",Aerospace & Defense,1.80B,1800000000,/stocks/voyg/
VPG,"Vishay Precision Group, Inc.","Hardware, Equipment & Parts",497.43M,497430000,/stocks/vpg/
VRA,"Vera Bradley, Inc.",Footwear & Accessories,65.64M,65640000,/stocks/vra/
VRAR,"The Glimpse Group, Inc.",Software - Infrastructure,33.28M,33280000,/stocks/vrar/
VRAX,Virax Biolabs Group Limited,Biotechnology,2.44M,2440000,/stocks/vrax/
VRCA,Verrica Pharmaceuticals Inc.,Biotechnology,34.10M,34100000,/stocks/vrca/
VRDN,"Viridian Therapeutics, Inc.",Biotechnology,1.93B,1930000000,/stocks/vrdn/
VRE,"Veris Residential, Inc.",REIT - Residential,1.46B,1460000000,/stocks/vre/
VREX,Varex Imaging Corporation,Medical Devices,485.38M,485380000,/stocks/vrex/
VRME,"VerifyMe, Inc.",Security & Protection Services,12.15M,12150000,/stocks/vrme/
VRNS,"Varonis Systems, Inc.",Software - Infrastructure,4.15B,4150000000,/stocks/vrns/
VRNT,Verint Systems Inc.,Software - Infrastructure,1.22B,1220000000,/stocks/vrnt/
VRRM,Verra Mobility Corporation,Information Technology Services,3.70B,3700000000,/stocks/vrrm/
VRSK,"Verisk Analytics, Inc.",Consulting Services,30.49B,30490000000,/stocks/vrsk/
VRSN,"VeriSign, Inc.",Software - Infrastructure,22.23B,22230000000,/stocks/vrsn/
VRT,Vertiv Holdings Co,Electrical Equipment & Parts,73.74B,73740000000,/stocks/vrt/
VRTS,"Virtus Investment Partners, Inc.",Asset Management,1.10B,1100000000,/stocks/vrts/
VRTX,Vertex Pharmaceuticals Incorporated,Biotechnology,109.11B,109110000000,/stocks/vrtx/
VS,Versus Systems Inc.,Software - Application,9.71M,9710000,/stocks/vs/
VSA,VisionSys AI Inc.,Education & Training Services,95.26M,95260000,/stocks/vsa/
VSAT,"Viasat, Inc.",Communication Equipment,5.35B,5350000000,/stocks/vsat/
VSCO,Victoria's Secret & Co.,Apparel Retail,2.83B,2830000000,/stocks/vsco/
VSEC,VSE Corporation,Aerospace & Defense,3.74B,3740000000,/stocks/vsec/
VSEE,"VSee Health, Inc.",Health Information Services,16.60M,16600000,/stocks/vsee/
VSH,"Vishay Intertechnology, Inc.",Semiconductors,2.30B,2300000000,/stocks/vsh/
VSME,VS MEDIA Holdings Limited,Advertising Agencies,34.76M,34760000,/stocks/vsme/
VST,Vistra Corp.,Utilities - Independent Power Producers,63.80B,63800000000,/stocks/vst/
VSTA,Vasta Platform Limited,Education & Training Services,393.52M,393520000,/stocks/vsta/
VSTD,Vestand Inc.,Food Distribution,11.33M,11330000,/stocks/vstd/
VSTM,"Verastem, Inc.",Biotechnology,581.60M,581600000,/stocks/vstm/
VSTS,Vestis Corporation,Rental & Leasing Services,692.16M,692160000,/stocks/vsts/
VTAK,"Catheter Precision, Inc.",Medical Devices,3.64M,3640000,/stocks/vtak/
VTEX,VTEX,Software - Application,817.01M,817010000,/stocks/vtex/
VTGN,"Vistagen Therapeutics, Inc.",Biotechnology,120.88M,120880000,/stocks/vtgn/
VTLE,"Vital Energy, Inc.",Oil & Gas Exploration & Production,593.78M,593780000,/stocks/vtle/
VTMX,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",Real Estate - Development,2.45B,2450000000,/stocks/vtmx/
VTOL,Bristow Group Inc.,Oil & Gas Equipment & Services,1.17B,1170000000,/stocks/vtol/
VTR,"Ventas, Inc.",REIT - Healthcare Facilities,34.92B,34920000000,/stocks/vtr/
VTRS,Viatris Inc.,Drug Manufacturers - Specialty & Generic,12.08B,12080000000,/stocks/vtrs/
VTS,"Vitesse Energy, Inc.",Oil & Gas Exploration & Production,883.43M,883430000,/stocks/vts/
